,Idx,Sent.
802,4707,"Another alternative is to give Murphy barrels at their 95,000 bpd Meraux, Louisiana refinery in exchange for the new production barrels."
803,4733,Attached is my resume.
804,4734,I highlight the relevant skills in the summary.
805,4736,"It was posted on Dec. 11, but the Human Resource dept said that if it is still on the internet, it is open."
806,4742,That girl's mother sounds like a real problem.
807,4753,"On top of things, I had quiz at 8am."
808,4755,I decided that Nicki would just have to wait on her own.
809,4757,I called her grandmother and explained things to her.
810,4759,"A bus that runs through UofH arrived and I almost got on without her, but I couldn't do it."
811,4761,There were only 15 minutes left of class.
812,4762,I stayed for the remainder of the lecture.
813,4764,I told the bus driver where to drop her off.
814,4765,I notified her grandmother with the time of the departure.
815,4773,I spoke to her prior to my note.
816,4781,The Analyst and Associate Programs recognize we have many Analyst needs that need to be addressed immediately.
817,4786,We need for interviewers to commit either to the morning (9am-12pm) or afternoon (2pm-5pm) complete session.
818,4798,This deviation shows that Eco definitely has a significant amount of option value which can be exploited with quick reactions and favourable market movements.
819,4823,"11. In Events of Default, clause (a) refers to a dispute section which I'm not sure exists."
820,4862,I understand that we are still reviewing the attachment that lists the open transactions.
821,4865,"In addition to my other comments on the Mid Market Power Form, I think you should add a forward contract rep."
822,4872,"He needs more info about these trades (i.e., price info) and would like to talk with you about it."
823,4880,We need to include all outstanding transactions.
824,4894,I think Valerie Mooney (our credit person) and Ed Sacks are still discussing some minor fine tuning of the LOC format.
825,4895,"I spoke to Bob Bruce this morning - we're all set on the language in the Schedule to the ISDA, and there is a minor credit/billing issue in Paragraph 13 related to the timing of transfer of interest on collateral that Val will discuss with Ed as well."
826,4942,I wanted you all to have a look at what we believe is the final draft.
827,4949,We hope to execute this Agreement this week.
828,4968,I wanted you all to have a look at what we believe is the final draft.
829,4975,We hope to execute this Agreement this week.
830,4993,"The telephony group has the new TW Hotline number and extensions ready for use, I have the solution center entering the greetings and Terry Kowalke has a new form and procedure for the Customer Service Reps. to use for updates."
831,5003,The new TW Hotline was implemented Monday which included customer notification in the form of a Popup message in TMS and a Critical Notice which sent an Email.
832,5010,"The telephony group has the new TW Hotline number and extensions ready for use, I have the solution center entering the greetings and Terry Kowalke has a new form and procedure for the Customer Service Reps. to use for updates."
833,5026,Attached is the TW Top Ten Shippers by Revenues for the year 2001 to be reported in the Browncover report.
834,5081,"My concern is that between now and then Dunn, the AG have the time and resources to make a heckuvalot of mischief, which could be detrimental to generators/marketers' claims."
835,5086,"I apologize, I'm on the road and haven't heard when that will be."
836,5103,A state Senate committee is set today to start serving 16 subpoenas on electricity producers and officials who manage California's energy grid to determine whether they acted in concert to manipulate energy prices.
837,5105,"Lawmakers and consumer groups allege that the events - directed by the man who heads the state's energy grid - fueled the California energy crisis, pushed the state into the power-buying business and helped make billions of dollars for power producers."
838,5106,"The central question behind the palace coup is whether Terry Winter, the president of the Independent System Operator, acted alone when he took steps to remove key price caps designed to limit the amount power generators could charge."
839,5107,"Winter defied his own board and Gov. Gray Davis when he filed a 50-page request to remove the caps, records and interviews show."
840,5108,"""I don't know how these events could have taken place without some concerted effort,"" said Dunn."
841,5110,"Davis spokesman Steve Maviglio said the governor felt ""betrayed"" by the actions of Winter."
842,5111,"""The governor believes it was the defining moment, when what was a mounting problem turned into an instant crisis,"" Maviglio said."
843,5112,"Winter refused comment, referring all questions to the public relations office."
844,5113,ISO spokesman Gregg Fishman said Dunn's committee will find no criminal conduct.
845,5114,The decision was made by ISO upper management with one goal in mind: to keep the lights on.
846,5116,"""It was an emergency,"" Fishman said."
847,5117,"""We had to take action.''"
848,5120,"""They (electricity generators) grinned and beared the $750 price cap, but this new plan by ISO was too much,"" said Dunn, whose committee has been investigating since March."
849,5122,"Records show that on Oct. 31, power generators and electricity traders filed letters with the Federal Energy Regulatory Commission, demanding that the new plan be killed."
850,5123,"The letters, six in all, were sent within two hours of each other and represented dozens of power generators."
851,5124,"""If not removed immediately, the (ISO) price cap will sow confusion in the market, threaten reliability and stifle new investment in generating capacity,'' read one letter written by Duke Energy Vice President William Hall III."
